id,href,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,notes,type,lastStatus,mtpage,mtedit,createdDate,modifiedAt,personId,typeOfDeath,status,employedAs,organizations,jobs,coverages,mediums,country,location,region,state,locality,province,localOrForeign,startYear,startDate,ambiguousStartDate,startDisplay,endYear,endDate,ambiguousEndDate,endDisplay,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,crossfireAccountability,accountabilityAssignment,impunity,tortured,captive,threatened,reason,ableToReturn,ableToWork,charges,reasonExiled,motive,countryFled,internallyDisplaced,lengthOfSentence,healthProblems,impCountry,entry,body,locationImprisoned,dateModified,sentenceDate,sentence,year,cc_fips,cc_iso,tld,country_name,countryShort,region_long,region_short,regionShort,countryName,combinedStatus
33746,https://cpj.org/api/datamanager/persons/33746,Murodullo Sheraliev,,Tajikistan,,,Male,,,,Journalist,,https://cpj.org/data/people/murodullo-sheraliev/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12269,,10:10.0,33746,Dangerous Assignment,Killed,Staff,Sadoi Mardum,Editor,,Print,Tajikistan,Dushanbe,,,Dushanbe,,Local,1992,5/5/92,,5-May-92,1992,5/5/92,,5-May-92,Unknown Fire,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Sheraliev, editor-in-chief of the newspaper <em>Sadoi Mardum</em>, was killed by automatic weapon fire while he was performing professional duties in the Tajikistan Supreme Soviet building in Dushanbe, according to the Union of Journalists of Tajikistan. Details were unavailable.",,,,,1992,TI,TJ,.tj,Tajikistan,tajikistan,Europe,europe,europe,Tajikistan,Confirmed
33745,https://cpj.org/api/datamanager/persons/33745,Ismael Jaimes,,Colombia,,,Male,,,,Journalist,,https://cpj.org/data/people/ismael-jaimes/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12256,,30:06.0,33745,Murder,Killed,Staff,La Opinion,"Editor,Publisher / Owner",Human Rights,Print,Colombia,Magdalena Medio,,,Magdalena Medio,,Local,1992,5/6/92,,6-May-92,1992,5/6/92,,6-May-92,Unknown Fire,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Jaimes, the owner and editor of the newspaper <em>La Opinion</em> and a human rights activist in Magdalena Medio, a region plagued by drug trafficking and military violence, was killed by unidentified assailants.",,,,,1992,CO,CO,.co,Colombia,colombia,Americas,americas,americas,Colombia,Confirmed
33743,https://cpj.org/api/datamanager/persons/33743,Olim Zarobekov,,Tajikistan,,,Male,,,,Journalist,,https://cpj.org/data/people/olim-zarobekov/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=13532,,10:10.0,33743,Dangerous Assignment,Killed,Staff,Tajikistan Radio,Producer,,Radio,Tajikistan,Dushanbe,,,Dushanbe,,Local,1992,5/7/92,,7-May-92,1992,5/7/92,,7-May-92,Unknown Fire,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Zarobekov, a Tajikistan Radio department head, and&nbsp;Shirindzhon&nbsp;Amirdzhonov, a correspondent for Tajikistan Radio, were killed by automatic weapon fire at the republic's Radio House in Dushanbe while they were performing professional duties, according to the Journalists' Union of Tajikistan.",,,,,1992,TI,TJ,.tj,Tajikistan,tajikistan,Europe,europe,europe,Tajikistan,Confirmed
33744,https://cpj.org/api/datamanager/persons/33744,Shirindzhon Amirdzhonov,,Tajikistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/amirdzhonov-tajikistan.92.CJES.jpg,,,Journalist,,https://cpj.org/data/people/shirindzhon-amirdzhonov/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12270,,10:10.0,33744,Dangerous Assignment,Killed,Staff,Tajikistan Radio,Broadcast Reporter,,Radio,Tajikistan,Unknown,,,Unknown,,Local,1992,5/7/92,,7-May-92,1992,5/7/92,,7-May-92,Unknown Fire,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Amirdzhonov, a correspondent for Tajikistan Radio, and Olim Zarobekov, a Tajikistan Radio department head, were killed by automatic weapon fire at the republic's Radio House in Dushanbe while they were performing professional duties, according to the Journalists' Union of Tajikistan.&nbsp;<br />
 <div>",,,,,1992,TI,TJ,.tj,Tajikistan,tajikistan,Europe,europe,europe,Tajikistan,Confirmed
33742,https://cpj.org/api/datamanager/persons/33742,Jordi Pujol,,,,,Male,,,,Journalist,,https://cpj.org/data/people/jordi-pujol/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12250,,10:10.0,33742,Crossfire,Killed,Staff,Avui,Photographer,War,Print,Bosnia,Sarajevo,,,Sarajevo,,Foreign,1992,5/17/92,,17-May-92,1992,5/17/92,,17-May-92,Military Officials,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"An exploding mortar shell killed Pujol, a photographer for Spain's Catalan-language daily <em>Avui</em>, and wounded Associated Press photographer David Brauchli in the groin while they were covering the war in Sarajevo.",,,,,1992,BK,BA,.ba,Bosnia,bosnia,Europe,europe,europe,Bosnia,Confirmed
33741,https://cpj.org/api/datamanager/persons/33741,M. L. Manchanda,,India,,,Male,,,,Journalist,,https://cpj.org/data/people/m-l-manchanda/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12260,,30:05.0,33741,Murder,Killed,Staff,All India Radio,Producer,Politics,Radio,India,Patiala,,,Patiala,,Local,1992,5/18/92,,18-May-92,1992,5/18/92,,18-May-92,Political Group,Confirmed,,,,Complete Impunity,FALSE,TRUE,FALSE,,,,,,,,,,,,,"Manchanda, director of the All India Radio station in Patiala, Punjab, was abducted by members of the militant organization Babbar Khalsa. They demanded that electronic media adhere to a code of conduct, which included broadcasting in the local language of Punjabi rather than Hindi. Negotiations for Manchanda's release broke down after the government failed to meet the deadline set for complying with Babbar Khalsa's demands. On May 27, the militants beheaded the journalist.
 <p><br />
 </p>",,,,,1992,IN,IN,.in,India,india,Asia,asia,asia,India,Confirmed
33740,https://cpj.org/api/datamanager/persons/33740,Tura Kobilov,,Tajikistan,,,Male,,,,Journalist,,https://cpj.org/data/people/tura-kobilov/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12271,,30:05.0,33740,Murder,Killed,Staff,Bairaki Dusti,Editor,,Print,Tajikistan,Bokhtar,,,Bokhtar,,Local,1992,6/1/92,"June, 1992","June, 1992",1992,6/1/92,,1-Jun-92,Unknown Fire,Confirmed,,,,Complete Impunity,FALSE,TRUE,FALSE,,,,,,,,,,,,,"Kobilov, an editor of the newspaper <em>Bairaki Dusti</em>, was taken hostage in the Bokhtar region by unidentified captors and shot and killed while carrying out his professional duties, according to the Union of Journalists of Tajikistan.",,,,,1992,TI,TJ,.tj,Tajikistan,tajikistan,Europe,europe,europe,Tajikistan,Confirmed
33739,https://cpj.org/api/datamanager/persons/33739,Alejandro Pérez,,Peru,,,Male,,,,Journalist,,https://cpj.org/data/people/alejandro-perez/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12264,,30:04.0,33739,Murder,Killed,Staff,Channel 2-Frequencia Latina TV,Producer,"Human Rights,War",Television,Peru,Lima,,,Lima,,Local,1992,6/5/92,,5-Jun-92,1992,6/5/92,,5-Jun-92,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Pérez, a producer with Channel 2 television, was killed by a truck bomb that destroyed the building that housed Channel 2 television. The guerrilla organization Sendero Luminoso (Shining Path) was responsible for planting the bomb. Also killed were several security guards, including Javier Reyes and Teddy Hidalgo.",,,,,1992,PE,PE,.pe,Peru,peru,Americas,americas,americas,Peru,Confirmed
33738,https://cpj.org/api/datamanager/persons/33738,Farag Fouda,,Egypt,,,Male,,,,Journalist,,https://cpj.org/data/people/farag-fouda/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12258,,30:04.0,33738,Murder,Killed,Staff,October,Columnist / Commentator,"Corruption,Politics",Print,Egypt,Unknown,,,Unknown,,Local,1992,6/8/92,,8-Jun-92,1992,6/8/92,,8-Jun-92,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Fouda, a columnist for the weekly magazine <em>October</em>, was gunned down and died the next day. A member of al-Gama'a al-Islamiya, a Muslim extremist group, allegedly committed the slaying. Fouda was an outspoken opponent of fundamentalism and was considered one of Egypt's leading secularists.<br />
 <br />
 The government used his murder as a pretext for escalating its war against the fundamentalists and passed a draconian anti-terrorism law. Ironically, by the end of the year, Al-Azhar, Egypt's government-supported religious institution, had banned the sale of a new edition of Fouda's complete works.",,,,,1992,EG,EG,.eg,Egypt,egypt,Middle East,mideast,mideast,Egypt,Confirmed
33737,https://cpj.org/api/datamanager/persons/33737,Hafiz Akdemir,,Turkey,,,Male,,,,Journalist,,https://cpj.org/data/people/hafiz-akdemir/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12280,,30:04.0,33737,Murder,Killed,Staff,Ozgur Gundem,Print Reporter,"Corruption,Human Rights,Politics",Print,Turkey,Diyarbakir,,,Diyarbakir,,Local,1992,6/8/92,,8-Jun-92,1992,6/8/92,,8-Jun-92,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"Akdemir, a correspondent in the Diyarbakir office of the daily <em>Ozgur Gundem</em>, was shot with a single bullet to the head while he was on his way home from work, according to the paper. Witnesses said the assailant was between 18 and 19 years old and was wearing a long-sleeved jean shirt, blue jeans, and sneakers. Akdemir had received threatening phone calls at work and at home in response to articles he had written about the Islamic organization Hezbollah and Turkish counterguerrillas. Just before his death, he had prepared two stories, published only after his assassination: the first on Hezbollah and the second on how the animosity between two Kurdish tribes ended after some members of the PKK had been killed.",,,,,1992,TU,TR,.tr,Turkey,turkey,Europe,europe,europe,Turkey,Confirmed
33736,https://cpj.org/api/datamanager/persons/33736,Chingiz Fuad-ogly Mustafayev,,Azerbaijan,,,Male,,,,Journalist,,https://cpj.org/data/people/chingiz-fuad-ogly-mustafayev/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12247,,10:10.0,33736,Crossfire,Killed,Staff,DR-Press,"Photographer,Print Reporter","Human Rights,War",Print,Azerbaijan,Nagorno-Karabakh,,,Nagorno-Karabakh,,Local,1992,6/15/92,,15-Jun-92,1992,6/15/92,,15-Jun-92,Political Group,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Chingiz Mustafayev, a reporter-photographer for the DR-Press news service, was shot and killed while filming fighting between Azerbaijanis and Armenians in Nagorno-Karabakh. Details of his killing were not available. Before his death, Mustafayev had reportedly been gathering information alleging that the Armenian attack on civilians in Khojaly was a provocation by the Azerbaijani National Front to force the resignation of Azerbaijani president Ayaz Mutalibov.",,,,,1992,AJ,AZ,.az,Azerbaijan,azerbaijan,Europe,europe,europe,Azerbaijan,Confirmed
33735,https://cpj.org/api/datamanager/persons/33735,Ivo Standeker,,,,,Male,,,,Journalist,,https://cpj.org/data/people/ivo-standeker/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12251,,10:10.0,33735,Crossfire,Killed,Staff,Mladina,Print Reporter,War,Print,Bosnia,Sarajevo,,,Sarajevo,,Foreign,1992,6/17/92,,17-Jun-92,1992,6/17/92,,17-Jun-92,Military Officials,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Standeker, a journalist with the Slovenian magazine <em>Mladina</em>, was injured by tanks and mortar shells from a Serbian position in Sarajevo. He suffered serious injuries to his legs and torso and died later that day. Jana Schneider, an American freelance photographer, was also injured and received shrapnel wounds in her legs. She was later transported to Belgrade for further treatment.",,,,,1992,BK,BA,.ba,Bosnia,bosnia,Europe,europe,europe,Bosnia,Confirmed
33734,https://cpj.org/api/datamanager/persons/33734,Pedro Yauri,,Peru,,,Male,,,,Journalist,,https://cpj.org/data/people/pedro-yauri/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12265,,30:04.0,33734,Murder,Killed,Staff,Radio Universal,Producer,"Human Rights,War",Radio,Peru,Huacho,,,Huacho,,Local,1992,6/24/92,,24-Jun-92,1992,6/24/92,,24-Jun-92,Government Officials,Confirmed,,,,Complete Impunity,FALSE,TRUE,FALSE,,,,,,,,,,,,,"Yauri, director of the ""Punto Final"" news program on Radio Universal in Huacho, was detained by five men. According to eyewitnesses, the men, four of whom were wearing police uniforms and one of whom was dressed as a civilian, took Yauri at around 2 a.m., beating his father before they left. Yauri's whereabouts remain unknown, but he is presumed dead",,,,,1992,PE,PE,.pe,Peru,peru,Americas,americas,americas,Peru,Confirmed
33732,https://cpj.org/api/datamanager/persons/33732,Danilo Vergara,,Philippines,,,Male,,,,Journalist,,https://cpj.org/data/people/danilo-vergara/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12267,,30:03.0,33732,Murder,Killed,Staff,Philippine Post,"Columnist / Commentator,Publisher / Owner","Corruption,Crime",Print,Philippines,Iligan City,,,Iligan City,,Local,1992,7/1/92,,1-Jul-92,1992,7/1/92,,1-Jul-92,Criminal Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Vergara, publisher of the weekly <em>Philippine Post</em> and secretary of the Mindanao Press Club and the Iligan Press Club, was shot at close range by three unidentified assailants as he left a printing plant on Quezon Avenue in Iligan City. A security guard who witnessed the attack and attempted to intervene was also killed. Editor of the <em>Post</em> until he became publisher in 1989, Vergara was known to write hard-hitting columns on graft and corruption.",,,,,1992,RP,PH,.ph,Philippines,philippines,Asia,asia,asia,Philippines,Confirmed
33733,https://cpj.org/api/datamanager/persons/33733,Salko Hondo,,Bosnia,,,Male,,,,Journalist,,https://cpj.org/data/people/salko-hondo/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12252,,10:10.0,33733,Crossfire,Killed,Staff,Oslobodjenje,Photographer,War,Print,Bosnia,Sarajevo,,,Sarajevo,,Local,1992,7/1/92,,1-Jul-92,1992,7/1/92,,1-Jul-92,Military Officials,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Hondo, a photographer for the Sarajevo daily <em>Oslobodjenje</em>, was killed by a grenade or mortar that fell on the Sarajevo open market. According to the paper, he was working at the time.",,,,,1992,BK,BA,.ba,Bosnia,bosnia,Europe,europe,europe,Bosnia,Confirmed
33731,https://cpj.org/api/datamanager/persons/33731,Cetin Abayay,,Turkey,,,Male,,,,Journalist,,https://cpj.org/data/people/cetin-abayay/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12281,,30:03.0,33731,Murder,Killed,Staff,Ozgur Halk,Editor,,Print,Turkey,Batman,,,Batman,,Local,1992,7/29/92,,29-Jul-92,1992,7/29/92,,29-Jul-92,Government Officials,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"An unknown gunman shot Abayay, the Batman representative of the monthly <em>Ozgur Halk</em>, with a single bullet while he was on his way to work in the morning; he died the following day. According to accounts of a relative and colleagues in Diyarbakir, two gunmen and one ""watcher,"" all in their late teens or early 20s, carried out the attack. Two or three yards from the place of the assassination, a large truck was parked lengthwise across the street, apparently to block the view of the killing and to prevent Abayay's escape. Abayay and a witness reportedly saw a white car of the type used by police just before the shooting. Abayay had received death threats at the office, the relative said, and police told an uncle while he was in police custody that they would kill his nephew. Journalists from <em>Ozgur Halk</em> charge that the police organized the killing.",,,,,1992,TU,TR,.tr,Turkey,turkey,Europe,europe,europe,Turkey,Confirmed
33730,https://cpj.org/api/datamanager/persons/33730,Yahya Orhan,,Turkey,,,Male,,,,Journalist,,https://cpj.org/data/people/yahya-orhan/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12282,,30:03.0,33730,Murder,Killed,Staff,Ozgur Gundem,Print Reporter,Politics,Print,Turkey,Gercus,,,Gercus,,Local,1992,7/31/92,,31-Jul-92,1992,7/31/92,,31-Jul-92,Government Officials,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"Orhan, a correspondent for the daily <em>Ozgur Gundem</em> in Gercus, Batman Province, was killed in a morning attack by several gunmen while he was leaving a coffee shop in Gercus, according to a report from the newspaper. Three bullets that struck him in the chest and the back proved fatal; his parents found twenty-seven 9 mm shells at the scene of the assassination. The attack took place reportedly 100 yards from the house of the subgovernor, whom Orhan had criticized in his writings. A representative of the newspaper charged that the subgovernor and the mayor of Gercus had threatened Orhan because of the articles he had written. Just before his death, someone reportedly called the journalist's home and said, ""We have killed all journalists. Now it's your turn.""",,,,,1992,TU,TR,.tr,Turkey,turkey,Europe,europe,europe,Turkey,Confirmed
